Series Name,Series Code,Country Name,Country Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Population, total",SP.POP.TOTL,Kenya,KEN,49051686,50221473,51393010,52573973,..
"Population, total",SP.POP.TOTL,Kiribati,KIR,112524,114158,115847,117606,..
"Population, total",SP.POP.TOTL,"Korea, Dem. People's Rep.",PRK,25307744,25429985,25549819,25666161,..
"Population, total",SP.POP.TOTL,"Korea, Rep.",KOR,51217803,51361911,51606633,51709098,..
"Population, total",SP.POP.TOTL,Kosovo,XKX,1777557,1791003,1797085,1794248,..
"Population, total",SP.POP.TOTL,Kuwait,KWT,3956875,4056099,4137312,4207083,..
"Population, total",SP.POP.TOTL,Kyrgyz Republic,KGZ,6079500,6198200,6322800,6456900,..
"Population, total",SP.POP.TOTL,Lao PDR,LAO,6845846,6953035,7061507,7169455,..
"Population, total",SP.POP.TOTL,Latvia,LVA,1959537,1942248,1927174,1912789,..
"Population, total",SP.POP.TOTL,Lebanon,LBN,6711121,6811873,6848925,6855713,..
"Population, total",SP.POP.TOTL,Lesotho,LSO,2075001,2091412,2108132,2125268,..
"Population, total",SP.POP.TOTL,Liberia,LBR,4586788,4702228,4818977,4937374,..
"Population, total",SP.POP.TOTL,Libya,LBY,6492164,6580724,6678567,6777452,..
"Population, total",SP.POP.TOTL,Liechtenstein,LIE,37658,37800,37910,38019,..
"Population, total",SP.POP.TOTL,Lithuania,LTU,2868231,2828403,2801543,2786844,..
"Population, total",SP.POP.TOTL,Luxembourg,LUX,582014,596336,607950,619896,..
"Population, total",SP.POP.TOTL,"Macao SAR, China",MAC,612836,622585,631636,640445,..
"Population, total",SP.POP.TOTL,Madagascar,MDG,24894380,25570540,26262368,26969307,..
"Population, total",SP.POP.TOTL,Malawi,MWI,17205289,17670260,18143315,18628747,..
"Population, total",SP.POP.TOTL,Malaysia,MYS,30684804,31105028,31528585,31949777,..
"Population, total",SP.POP.TOTL,Maldives,MDV,475513,496402,515696,530953,..
"Population, total",SP.POP.TOTL,Mali,MLI,17965429,18512394,19077690,19658031,..
"Population, total",SP.POP.TOTL,Malta,MLT,455356,467999,484630,502653,..
"Population, total",SP.POP.TOTL,Marshall Islands,MHL,57735,58058,58413,58791,..
"Population, total",SP.POP.TOTL,Mauritania,MRT,4163534,4282574,4403319,4525696,..
"Population, total",SP.POP.TOTL,Mauritius,MUS,1263473,1264613,1265303,1265711,..
"Population, total",SP.POP.TOTL,Mexico,MEX,123333376,124777324,126190788,127575529,..
"Population, total",SP.POP.TOTL,"Micronesia, Fed. Sts.",FSM,110215,111459,112640,113815,..
"Population, total",SP.POP.TOTL,Moldova,MDA,2802170,2755158,2706049,2657637,..
"Population, total",SP.POP.TOTL,Monaco,MCO,38070,38392,38682,38964,..
"Population, total",SP.POP.TOTL,Mongolia,MNG,3056359,3113779,3170208,3225167,..
"Population, total",SP.POP.TOTL,Montenegro,MNE,622303,622373,622227,622137,..
"Population, total",SP.POP.TOTL,Morocco,MAR,35126296,35581294,36029138,36471769,..
"Population, total",SP.POP.TOTL,Mozambique,MOZ,27829942,28649007,29495962,30366036,..
"Population, total",SP.POP.TOTL,Myanmar,MMR,53045226,53382581,53708395,54045420,..
"Population, total",SP.POP.TOTL,Namibia,NAM,2358041,2402603,2448255,2494530,..
"Population, total",SP.POP.TOTL,Nauru,NRU,13049,12876,12704,12581,..
"Population, total",SP.POP.TOTL,Nepal,NPL,27261131,27627124,28087871,28608710,..
"Population, total",SP.POP.TOTL,Netherlands,NLD,17030314,17131296,17231624,17332850,..
"Population, total",SP.POP.TOTL,New Caledonia,NCL,276550,280350,284060,287800,..
"Population, total",SP.POP.TOTL,New Zealand,NZL,4693200,4793900,4841000,4917000,..
"Population, total",SP.POP.TOTL,Nicaragua,NIC,6303974,6384855,6465513,6545502,..
"Population, total",SP.POP.TOTL,Niger,NER,20788838,21602472,22442948,23310715,..
"Population, total",SP.POP.TOTL,Nigeria,NGA,185960289,190873311,195874740,200963599,..
"Population, total",SP.POP.TOTL,North Macedonia,MKD,2080745,2081996,2082958,2083459,..
"Population, total",SP.POP.TOTL,Northern Mariana Islands,MNP,56188,56562,56882,57216,..
"Population, total",SP.POP.TOTL,Norway,NOR,5234519,5276968,5311916,5347896,..
"Population, total",SP.POP.TOTL,Oman,OMN,4479219,4665935,4829483,4974986,..
"Population, total",SP.POP.TOTL,Pakistan,PAK,203627284,207896686,212215030,216565318,..
"Population, total",SP.POP.TOTL,Palau,PLW,17725,17808,17907,18008,..
"Population, total",SP.POP.TOTL,Panama,PAN,4037078,4106771,4176873,4246439,..
"Population, total",SP.POP.TOTL,Papua New Guinea,PNG,8271760,8438029,8606316,8776109,..
"Population, total",SP.POP.TOTL,Paraguay,PRY,6777872,6867062,6956071,7044636,..
"Population, total",SP.POP.TOTL,Peru,PER,30926032,31444297,31989256,32510453,..
"Population, total",SP.POP.TOTL,Philippines,PHL,103663927,105173264,106651922,108116615,..
"Population, total",SP.POP.TOTL,Poland,POL,37970087,37974826,37974750,37970874,..
"Population, total",SP.POP.TOTL,Portugal,PRT,10325452,10300300,10283822,10269417,..
"Population, total",SP.POP.TOTL,Puerto Rico,PRI,3406672,3325286,3193354,3193694,..
"Population, total",SP.POP.TOTL,Qatar,QAT,2654374,2724724,2781677,2832067,..
"Population, total",SP.POP.TOTL,Romania,ROU,19702267,19587290,19472545,19356544,..
"Population, total",SP.POP.TOTL,Russian Federation,RUS,144342396,144496740,144477860,144373535,..
"Population, total",SP.POP.TOTL,Rwanda,RWA,11668818,11980937,12301939,12626950,..
"Population, total",SP.POP.TOTL,Samoa,WSM,194535,195352,196130,197097,..
"Population, total",SP.POP.TOTL,San Marino,SMR,33504,33671,33785,33860,..
"Population, total",SP.POP.TOTL,Sao Tome and Principe,STP,203227,207089,211028,215056,..
"Population, total",SP.POP.TOTL,Saudi Arabia,SAU,32442572,33099147,33699947,34268528,..
"Population, total",SP.POP.TOTL,Senegal,SEN,14993528,15419381,15854360,16296364,..
"Population, total",SP.POP.TOTL,Serbia,SRB,7058322,7020858,6982604,6944975,..
"Population, total",SP.POP.TOTL,Seychelles,SYC,94677,95843,96762,97625,..
"Population, total",SP.POP.TOTL,Sierra Leone,SLE,7328838,7488431,7650154,7813215,..
"Population, total",SP.POP.TOTL,Singapore,SGP,5607283,5612253,5638676,5703569,..
"Population, total",SP.POP.TOTL,Sint Maarten (Dutch part),SXM,39969,40574,40654,40733,..
"Population, total",SP.POP.TOTL,Slovak Republic,SVK,5430798,5439232,5446771,5454073,..
"Population, total",SP.POP.TOTL,Slovenia,SVN,2065042,2066388,2073894,2087946,..
"Population, total",SP.POP.TOTL,Solomon Islands,SLB,619437,636038,652858,669823,..
"Population, total",SP.POP.TOTL,Somalia,SOM,14185613,14589119,15008154,15442905,..
"Population, total",SP.POP.TOTL,South Africa,ZAF,56203654,57000451,57779622,58558270,..
"Population, total",SP.POP.TOTL,South Sudan,SSD,10832512,10910759,10975920,11062113,..
"Population, total",SP.POP.TOTL,Spain,ESP,46484062,46593236,46797754,47076781,..
"Population, total",SP.POP.TOTL,Sri Lanka,LKA,21203000,21444000,21670000,21803000,..
"Population, total",SP.POP.TOTL,St. Kitts and Nevis,KNA,51629,52036,52438,52834,..
"Population, total",SP.POP.TOTL,St. Lucia,LCA,180024,180955,181889,182790,..
"Population, total",SP.POP.TOTL,St. Martin (French part),MAF,36065,36560,37264,38002,..
"Population, total",SP.POP.TOTL,St. Vincent and the Grenadines,VCT,109459,109827,110210,110589,..
"Population, total",SP.POP.TOTL,Sudan,SDN,39847440,40813396,41801533,42813238,..
"Population, total",SP.POP.TOTL,Suriname,SUR,564883,570501,575987,581363,..
"Population, total",SP.POP.TOTL,Sweden,SWE,9923085,10057698,10175214,10285453,..
"Population, total",SP.POP.TOTL,Switzerland,CHE,8373338,8451840,8514329,8574832,..
"Population, total",SP.POP.TOTL,Syrian Arab Republic,SYR,17453933,17068002,16906283,17070135,..
"Population, total",SP.POP.TOTL,Tajikistan,TJK,8663579,8880268,9100837,9321018,..
"Population, total",SP.POP.TOTL,Tanzania,TZA,53050790,54663906,56318348,58005463,..
"Population, total",SP.POP.TOTL,Thailand,THA,68971331,69209858,69428524,69625582,..
"Population, total",SP.POP.TOTL,Timor-Leste,TLS,1219288,1243261,1267972,1293119,..
"Population, total",SP.POP.TOTL,Togo,TGO,7509952,7698475,7889094,8082366,..
"Population, total",SP.POP.TOTL,Tonga,TON,101133,101998,103197,104494,..
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,1377564,1384072,1389858,1394973,..
"Population, total",SP.POP.TOTL,Tunisia,TUN,11303946,11433443,11565204,11694719,..
"Population, total",SP.POP.TOTL,Turkey,TUR,79821724,81101892,82319724,83429615,..
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,5662372,5757669,5850908,5942089,..
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,36559,37115,37665,38191,..
"Population, total",SP.POP.TOTL,Tuvalu,TUV,11225,11370,11508,11646,..
"Population, total",SP.POP.TOTL,Uganda,UGA,39647506,41162465,42723139,44269594,..
"Population, total",SP.POP.TOTL,Ukraine,UKR,45004674,44831135,44622518,44385155,..
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,9360980,9487203,9630959,9770529,..
"Population, total",SP.POP.TOTL,United Kingdom,GBR,65611593,66058859,66460344,66834405,..
"Population, total",SP.POP.TOTL,United States,USA,322941311,324985539,326687501,328239523,..
"Population, total",SP.POP.TOTL,Uruguay,URY,3424132,3436646,3449299,3461734,..
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,31847900,32388600,32956100,33580650,..
"Population, total",SP.POP.TOTL,Vanuatu,VUT,278330,285510,292680,299882,..
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,29846179,29390409,28870195,28515829,..
"Population, total",SP.POP.TOTL,Vietnam,VNM,93638724,94596642,95540395,96462106,..
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,107510,107268,106977,106631,..
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,4367088,4454805,4569087,4685306,..
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,27168210,27834821,28498687,29161922,..
"Population, total",SP.POP.TOTL,Zambia,ZMB,16363507,16853688,17351822,17861030,..
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,14030390,14236745,14439018,14645468,..
"Population, female",SP.POP.TOTL.FE.IN,Arab World,ARB,194903053,198598089,202298464,206119753,..
"Population, female",SP.POP.TOTL.FE.IN,Caribbean small states,CSS,3600423,3623220,3645321,3666797,..
"Population, female",SP.POP.TOTL.FE.IN,Central Europe and the Baltics,CEB,53158783,53018457,52909549,52824286,..
"Population, female",SP.POP.TOTL.FE.IN,Early-demographic dividend,EAR,1552588678,1573311047,1593963030,1614705630,..
"Population, female",SP.POP.TOTL.FE.IN,East Asia & Pacific,EAS,1132810407,1140747266,1147930486,1154376978,..
"Population, female",SP.POP.TOTL.FE.IN,East Asia & Pacific (excluding high income),EAP,1008507999,1016121452,1022998329,1029184609,..
"Population, female",SP.POP.TOTL.FE.IN,East Asia & Pacific (IDA & IBRD),TEA,995576139,1003127818,1009943942,1016071211,..
"Population, female",SP.POP.TOTL.FE.IN,Euro area,EMU,174187216,174446501,174693792,174980888,..
"Population, female",SP.POP.TOTL.FE.IN,Europe & Central Asia,ECS,468726255,470413189,471918255,473373345,..
"Population, female",SP.POP.TOTL.FE.IN,Europe & Central Asia (excluding high income),ECA,204235447,205398602,206420180,207359941,..
"Population, female",SP.POP.TOTL.FE.IN,Europe & Central Asia (IDA & IBRD),TEC,236075412,237157579,238106424,238979901,..
"Population, female",SP.POP.TOTL.FE.IN,European Union,EUU,228051159,228284676,228513171,228789007,..
"Population, female",SP.POP.TOTL.FE.IN,Fragile and conflict affected situations,FCS,372455677,380689515,389091807,397884528,..
"Population, female",SP.POP.TOTL.FE.IN,Heavily indebted poor countries (HIPC),HPC,370341463,380639814,391147719,401831127,..
"Population, female",SP.POP.TOTL.FE.IN,High income,HIC,612562125,615244465,617670776,620062203,..
"Population, female",SP.POP.TOTL.FE.IN,IBRD only,IBD,2314543466,2336207746,2356768179,2376316839,..
"Population, female",SP.POP.TOTL.FE.IN,IDA & IBRD total,IBT,3092949677,3132233730,3170811686,3208833960,..
"Population, female",SP.POP.TOTL.FE.IN,IDA blend,IDB,258643412,264562643,270568029,276676030,..
"Population, female",SP.POP.TOTL.FE.IN,IDA only,IDX,519762799,531463341,543475478,555841091,..
"Population, female",SP.POP.TOTL.FE.IN,IDA total,IDA,778406211,796025984,814043507,832517121,..
"Population, female",SP.POP.TOTL.FE.IN,Late-demographic dividend,LTE,1119261789,1126373222,1132602928,1138033719,..
"Population, female",SP.POP.TOTL.FE.IN,Latin America & Caribbean,LCN,318987914,322128663,325188343,328271486,..
"Population, female",SP.POP.TOTL.FE.IN,Latin America & Caribbean (excluding high income),LAC,302893382,305896100,308846577,311771460,..
"Population, female",SP.POP.TOTL.FE.IN,Latin America & Caribbean (IDA & IBRD),TLA,310964762,314139172,317262044,320342273,..
"Population, female",SP.POP.TOTL.FE.IN,Least developed countries: UN classification,LDC,484462913,495928696,507586010,519431493,..
"Population, female",SP.POP.TOTL.FE.IN,Low & middle income,LMY,3067437471,3106734495,3145328867,3183377505,..
"Population, female",SP.POP.TOTL.FE.IN,Low income,LIC,310559653,318529778,326764683,335299592,..
"Population, female",SP.POP.TOTL.FE.IN,Lower middle income,LMC,1368346758,1388536577,1408732424,1428923357,..
"Population, female",SP.POP.TOTL.FE.IN,Middle East & North Africa,MEA,209196691,212793051,216398373,220101297,..
"Population, female",SP.POP.TOTL.FE.IN,Middle East & North Africa (excluding high income),MNA,183589392,186719687,189903176,193192035,..
"Population, female",SP.POP.TOTL.FE.IN,Middle East & North Africa (IDA & IBRD),TMN,181438057,184524826,187651638,190882902,..
"Population, female",SP.POP.TOTL.FE.IN,Middle income,MIC,2756877818,2788204717,2818564184,2848077913,..
"Population, female",SP.POP.TOTL.FE.IN,North America,NAC,181383022,182612456,183716548,184758929,..
"Population, female",SP.POP.TOTL.FE.IN,OECD members,OED,679598090,683595088,687357346,690906642,..
"Population, female",SP.POP.TOTL.FE.IN,Other small states,OSS,13883508,14137359,14395569,14654353,..
"Population, female",SP.POP.TOTL.FE.IN,Pacific island small states,PSS,1127092,1143817,1161235,1179111,..
"Population, female",SP.POP.TOTL.FE.IN,Post-demographic dividend,PST,561151807,563080293,564809984,566447515,..
"Population, female",SP.POP.TOTL.FE.IN,Pre-demographic dividend,PRE,434944788,447124121,459507794,472115388,..
"Population, female",SP.POP.TOTL.FE.IN,Small states,SST,18611023,18904396,19202125,19500261,..
"Population, female",SP.POP.TOTL.FE.IN,South Asia,SAS,856232039,866897712,877474085,887944612,..
"Population, female",SP.POP.TOTL.FE.IN,South Asia (IDA & IBRD),TSA,856232039,866897712,877474085,887944612,..
"Population, female",SP.POP.TOTL.FE.IN,Sub-Saharan Africa,SSF,512663268,526386623,540373553,554613061,..
"Population, female",SP.POP.TOTL.FE.IN,Sub-Saharan Africa (excluding high income),SSA,511979212,525700942,539686520,553924848,..
"Population, female",SP.POP.TOTL.FE.IN,Sub-Saharan Africa (IDA & IBRD),TSS,512663268,526386623,540373553,554613061,..
"Population, female",SP.POP.TOTL.FE.IN,Upper middle income,UMC,1388531060,1399668140,1409831760,1419154556,..
"Population, female",SP.POP.TOTL.FE.IN,World,WLD,3679999596,3721978960,3762999643,3803439708,..
"Population, female",SP.POP.TOTL.FE.IN,Afghanistan,AFG,17196083,17644266,18079105,18512029,..
"Population, female",SP.POP.TOTL.FE.IN,Albania,ALB,1410814,1409327,1406333,1401011,..
"Population, female",SP.POP.TOTL.FE.IN,Algeria,DZA,20069500,20482430,20896429,21303388,..
"Population, female",SP.POP.TOTL.FE.IN,American Samoa,ASM,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Andorra,AND,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Angola,AGO,14576128,15067439,15568315,16080518,..
"Population, female",SP.POP.TOTL.FE.IN,Antigua and Barbuda,ATG,49006,49440,49865,50266,..
"Population, female",SP.POP.TOTL.FE.IN,Argentina,ARG,22344847,22572521,22797803,23020216,..
"Population, female",SP.POP.TOTL.FE.IN,Armenia,ARM,1555132,1559438,1563160,1566461,..
"Population, female",SP.POP.TOTL.FE.IN,Aruba,ABW,55048,55331,55601,55869,..
"Population, female",SP.POP.TOTL.FE.IN,Australia,AUS,12141288,12349632,12541215,12732764,..
"Population, female",SP.POP.TOTL.FE.IN,Austria,AUT,4453787,4478340,4493586,4506113,..
"Population, female",SP.POP.TOTL.FE.IN,Azerbaijan,AZE,4898038,4942298,4981391,5019665,..
"Population, female",SP.POP.TOTL.FE.IN,"Bahamas, The",BHS,194450,196371,198316,200254,..
"Population, female",SP.POP.TOTL.FE.IN,Bahrain,BHR,538854,554226,570464,586370,..
"Population, female",SP.POP.TOTL.FE.IN,Bangladesh,BGD,77925128,78809034,79689386,80572376,..
"Population, female",SP.POP.TOTL.FE.IN,Barbados,BRB,147895,148008,148116,148210,..
"Population, female",SP.POP.TOTL.FE.IN,Belarus,BLR,5079571,5077542,5069504,5060218,..
"Population, female",SP.POP.TOTL.FE.IN,Belgium,BEL,5753945,5766141,5781326,5799933,..
"Population, female",SP.POP.TOTL.FE.IN,Belize,BLZ,184648,188476,192273,196071,..
"Population, female",SP.POP.TOTL.FE.IN,Benin,BEN,5451500,5600901,5753803,5909895,..
"Population, female",SP.POP.TOTL.FE.IN,Bermuda,BMU,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Bhutan,BTN,347497,351066,354585,358061,..
"Population, female",SP.POP.TOTL.FE.IN,Bolivia,BOL,5488501,5570366,5651980,5733490,..
"Population, female",SP.POP.TOTL.FE.IN,Bosnia and Herzegovina,BIH,1726542,1709258,1695554,1684200,..
"Population, female",SP.POP.TOTL.FE.IN,Botswana,BWA,1120221,1142634,1166077,1189584,..
"Population, female",SP.POP.TOTL.FE.IN,Brazil,BRA,104712865,105601740,106473088,107316363,..
"Population, female",SP.POP.TOTL.FE.IN,British Virgin Islands,VGB,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Brunei Darussalam,BRN,201419,203749,206057,208309,..
"Population, female",SP.POP.TOTL.FE.IN,Bulgaria,BGR,3662344,3636886,3611859,3587537,..
"Population, female",SP.POP.TOTL.FE.IN,Burkina Faso,BFA,9353849,9621412,9894627,10173606,..
"Population, female",SP.POP.TOTL.FE.IN,Burundi,BDI,5292743,5461521,5634848,5811591,..
"Population, female",SP.POP.TOTL.FE.IN,Cabo Verde,CPV,264794,267872,270899,273900,..
"Population, female",SP.POP.TOTL.FE.IN,Cambodia,KHM,8075001,8198028,8319569,8439178,..
"Population, female",SP.POP.TOTL.FE.IN,Cameroon,CMR,11969331,12286560,12608998,12936456,..
"Population, female",SP.POP.TOTL.FE.IN,Canada,CAN,18202997,18418770,18673975,18937288,..
"Population, female",SP.POP.TOTL.FE.IN,Cayman Islands,CYM,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Central African Republic,CAF,2288849,2318150,2353556,2393209,..
"Population, female",SP.POP.TOTL.FE.IN,Chad,TCD,7294427,7521764,7752016,7986357,..
"Population, female",SP.POP.TOTL.FE.IN,Channel Islands,CHI,84409,85255,86152,87007,..
"Population, female",SP.POP.TOTL.FE.IN,Chile,CHL,9243812,9373185,9500747,9610263,..
"Population, female",SP.POP.TOTL.FE.IN,China,CHN,670780903,674707818,677972245,680596325,..
"Population, female",SP.POP.TOTL.FE.IN,Colombia,COL,24556894,24919763,25290276,25626250,..
"Population, female",SP.POP.TOTL.FE.IN,Comoros,COM,394321,403369,412488,421679,..
"Population, female",SP.POP.TOTL.FE.IN,"Congo, Dem. Rep.",COD,39489785,40787890,42116216,43471464,..
"Population, female",SP.POP.TOTL.FE.IN,"Congo, Rep.",COG,2495203,2559386,2625622,2693148,..
"Population, female",SP.POP.TOTL.FE.IN,Costa Rica,CRI,2448701,2474720,2500213,2525022,..
"Population, female",SP.POP.TOTL.FE.IN,Cote d'Ivoire,CIV,11781680,12093605,12414061,12742343,..
"Population, female",SP.POP.TOTL.FE.IN,Croatia,HRV,2166691,2139934,2119654,2107742,..
"Population, female",SP.POP.TOTL.FE.IN,Cuba,CUB,5703179,5706301,5706808,5705555,..
"Population, female",SP.POP.TOTL.FE.IN,Curacao,CUW,86480,86707,86445,85158,..
"Population, female",SP.POP.TOTL.FE.IN,Cyprus,CYP,584158,589132,594288,599277,..
"Population, female",SP.POP.TOTL.FE.IN,Czech Republic,CZE,5373114,5385332,5400916,5418680,..
"Population, female",SP.POP.TOTL.FE.IN,Denmark,DNK,2879322,2897965,2912704,2925675,..
"Population, female",SP.POP.TOTL.FE.IN,Djibouti,DJI,438938,446702,454210,461611,..
"Population, female",SP.POP.TOTL.FE.IN,Dominica,DMA,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Dominican Republic,DOM,5194800,5254947,5314411,5372760,..
"Population, female",SP.POP.TOTL.FE.IN,Ecuador,ECU,8237882,8386320,8537160,8683172,..
"Population, female",SP.POP.TOTL.FE.IN,"Egypt, Arab Rep.",EGY,46717301,47706816,48690125,49665476,..
"Population, female",SP.POP.TOTL.FE.IN,El Salvador,SLV,3370450,3390313,3410314,3430199,..
"Population, female",SP.POP.TOTL.FE.IN,Equatorial Guinea,GNQ,542110,561891,581916,602161,..
"Population, female",SP.POP.TOTL.FE.IN,Eritrea,ERI,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Estonia,EST,698980,698154,698776,699519,..
"Population, female",SP.POP.TOTL.FE.IN,Eswatini,SWZ,574392,577502,581150,585341,..
"Population, female",SP.POP.TOTL.FE.IN,Ethiopia,ETH,51797624,53185250,54589220,56009720,..
"Population, female",SP.POP.TOTL.FE.IN,Faroe Islands,FRO,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Fiji,FJI,429490,432310,435562,438995,..
"Population, female",SP.POP.TOTL.FE.IN,Finland,FIN,2789446,2794857,2797516,2798943,..
"Population, female",SP.POP.TOTL.FE.IN,France,FRA,34399175,34480922,34543857,34601147,..
"Population, female",SP.POP.TOTL.FE.IN,French Polynesia,PYF,135302,136138,136964,137794,..
"Population, female",SP.POP.TOTL.FE.IN,Gabon,GAB,985069,1012982,1039899,1066386,..
"Population, female",SP.POP.TOTL.FE.IN,"Gambia, The",GMB,1083109,1115801,1149220,1183337,..
"Population, female",SP.POP.TOTL.FE.IN,Georgia,GEO,1947584,1948480,1948659,1946423,..
"Population, female",SP.POP.TOTL.FE.IN,Germany,DEU,41808130,41919970,42000374,42073464,..
"Population, female",SP.POP.TOTL.FE.IN,Ghana,GHA,14053716,14366668,14682873,15001771,..
"Population, female",SP.POP.TOTL.FE.IN,Gibraltar,GIB,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Greece,GRC,5486068,5475485,5464776,5456598,..
"Population, female",SP.POP.TOTL.FE.IN,Greenland,GRL,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Grenada,GRD,54664,54983,55289,55576,..
"Population, female",SP.POP.TOTL.FE.IN,Guam,GUM,80539,81252,82046,82858,..
"Population, female",SP.POP.TOTL.FE.IN,Guatemala,GTM,8039125,8168449,8297605,8425530,..
"Population, female",SP.POP.TOTL.FE.IN,Guinea,GIN,6106631,6266022,6433237,6605171,..
"Population, female",SP.POP.TOTL.FE.IN,Guinea-Bissau,GNB,913704,936281,959062,982057,..
"Population, female",SP.POP.TOTL.FE.IN,Guyana,GUY,385102,386541,388007,389500,..
"Population, female",SP.POP.TOTL.FE.IN,Haiti,HTI,5489352,5562082,5634134,5705482,..
"Population, female",SP.POP.TOTL.FE.IN,Honduras,HND,4641498,4719921,4798491,4877122,..
"Population, female",SP.POP.TOTL.FE.IN,"Hong Kong SAR, China",HKG,3941508,3978989,4018506,4056162,..
"Population, female",SP.POP.TOTL.FE.IN,Hungary,HUN,5148625,5133501,5125566,5121126,..
"Population, female",SP.POP.TOTL.FE.IN,Iceland,ISL,167175,171121,175696,179898,..
"Population, female",SP.POP.TOTL.FE.IN,India,IND,635908885,642787641,649574719,656288183,..
"Population, female",SP.POP.TOTL.FE.IN,Indonesia,IDN,129834450,131375660,132878520,134355806,..
"Population, female",SP.POP.TOTL.FE.IN,"Iran, Islamic Rep.",IRN,39289469,39854933,40441341,41024009,..
"Population, female",SP.POP.TOTL.FE.IN,Iraq,IRQ,18097667,18558849,18989535,19417972,..
"Population, female",SP.POP.TOTL.FE.IN,Ireland,IRL,2401335,2426140,2454369,2489780,..
"Population, female",SP.POP.TOTL.FE.IN,Isle of Man,IMN,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Israel,ISR,4304840,4385803,4467882,4550411,..
"Population, female",SP.POP.TOTL.FE.IN,Italy,ITA,31188515,31121471,31042688,30959312,..
"Population, female",SP.POP.TOTL.FE.IN,Jamaica,JAM,1462323,1470010,1477401,1484558,..
"Population, female",SP.POP.TOTL.FE.IN,Japan,JPN,64951468,64853783,64731350,64605360,..
"Population, female",SP.POP.TOTL.FE.IN,Jordan,JOR,4716161,4829775,4917242,4988481,..
"Population, female",SP.POP.TOTL.FE.IN,Kazakhstan,KAZ,9174836,9296108,9414496,9532367,..
"Population, female",SP.POP.TOTL.FE.IN,Kenya,KEN,24684358,25271169,25858917,26451588,..
"Population, female",SP.POP.TOTL.FE.IN,Kiribati,KIR,57248,58069,58907,59785,..
"Population, female",SP.POP.TOTL.FE.IN,"Korea, Dem. People's Rep.",PRK,12931860,12993634,13054387,13113398,..
"Population, female",SP.POP.TOTL.FE.IN,"Korea, Rep.",KOR,25556626,25632820,25760422,25817405,..
"Population, female",SP.POP.TOTL.FE.IN,Kosovo,XKX,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Kuwait,KWT,1610206,1627386,1636231,1644024,..
"Population, female",SP.POP.TOTL.FE.IN,Kyrgyz Republic,KGZ,3071223,3131308,3194586,3262691,..
"Population, female",SP.POP.TOTL.FE.IN,Lao PDR,LAO,3409177,3461501,3515879,3570428,..
"Population, female",SP.POP.TOTL.FE.IN,Latvia,LVA,1060500,1050132,1040870,1032056,..
"Population, female",SP.POP.TOTL.FE.IN,Lebanon,LBN,3335564,3386334,3404313,3406465,..
"Population, female",SP.POP.TOTL.FE.IN,Lesotho,LSO,1053876,1061309,1069179,1077324,..
"Population, female",SP.POP.TOTL.FE.IN,Liberia,LBR,2284705,2341204,2398322,2456258,..
"Population, female",SP.POP.TOTL.FE.IN,Libya,LBY,3209345,3255123,3304808,3354834,..
"Population, female",SP.POP.TOTL.FE.IN,Liechtenstein,LIE,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Lithuania,LTU,1546111,1523077,1507005,1497780,..
"Population, female",SP.POP.TOTL.FE.IN,Luxembourg,LUX,289340,295911,301174,306681,..
"Population, female",SP.POP.TOTL.FE.IN,"Macao SAR, China",MAC,318795,323752,328314,332739,..
"Population, female",SP.POP.TOTL.FE.IN,Madagascar,MDG,12481486,12818676,13163741,13516378,..
"Population, female",SP.POP.TOTL.FE.IN,Malawi,MWI,8726589,8960669,9198936,9443470,..
"Population, female",SP.POP.TOTL.FE.IN,Malaysia,MYS,14894008,15104524,15316120,15526619,..
"Population, female",SP.POP.TOTL.FE.IN,Maldives,MDV,186570,189427,192174,194886,..
"Population, female",SP.POP.TOTL.FE.IN,Mali,MLI,8979106,9249013,9527589,9813490,..
"Population, female",SP.POP.TOTL.FE.IN,Malta,MLT,227271,233468,241701,250648,..
